"Record ID","Survey Identifier","Survey Timestamp","Do you want to see further detailed information?","I have read the cover letter and agree to take part in this survey.","Faculty rank",Gender,"Departmental affiliation","Please write down the Department affiliation","What is your Google Scholar h-index?","What state do you reside in?","How many months of your salary depend on external grants?","Please specify the months","What percentage of your group's research operation is funded by external grants? Operational costs include summer salaries for faculty, postdoctoral stipends, research assistantships, & equipment.","Do you have any looming deadline? [either today or the next couple of days]","Please indicate your workload today","Where do you typically work?","Please specify your workplace","What is your research style?","In a typical week, how many hours in total do you devote to work? This includes research, teaching, administration, and service/outreach to the scientific community and broader society.",Research,Teaching,Administration,Service/Outreach,"The sum is not 100%.Please make sure that the sum amounts to&nbsp;EXACTLY&nbsp;100%.","In a typical day how often do you take breaks during your work?","Please specify how often do you take breaks during your work?","How do you usually handle email during work?","Do you submit funding proposals?","What is the average number of funding proposals you submit per year?","What is the funding agency where you submit most of your proposals?","Please specify the name of the agency","What is your approximate success rate in this agency?","Typically, how far in advance do you start composing a proposal? Proposal composition includes writing, team arrangements, and relevant administrative work.","What is the typical length of supporting research that precedes a proposal composition in your case? Supporting research includes literature review, development of methods, pilot experiments (if applicable), and any associated data analysis.","In the week leading to a proposal deadline how much do you work with respect to a typical week?",Research,Teaching,Administration,Service/Outreach,"The sum is not 100%.Please make sure that the sum amounts to&nbsp;EXACTLY&nbsp;100%.",Research,Teaching,Administration,Service/Outreach,"The sum is not 100%.Please make sure that the sum amounts to&nbsp;EXACTLY&nbsp;100%.","When do you typically submit a funding proposal?","What is your stress level on the day of a proposal deadline with respect to a regular workday?","Regular research",Sleep,Diet,"Physical activity","Interpersonal relationships","Write about any other aspect of your proposal deadline actions, perceptions, and feelings that you consider important and are not covered in this questionnaire. Please include ideas about mechanisms to replace proposal deadlines, if you have thought of any.","Do you submit manuscripts in refereed conferences, requiring full papers (not abstracts)?","What is the average number of conference papers you submit for review each year?","What is the CORE rank of the conferences you usually submit your work?In case you need further information concerning the CORE rank of your conferences please click here.","What is your approximate success rate in these conference submissions?","Typically, how far in advance do you start composing a refereed conference paper? Composition includes writing, team arrangements, and administrative work.","What is the typical length of supporting research that precedes the composition of a refereed conference paper in your case? Supporting research includes literature review, development of methods, experiments (if applicable), and any associated data analysis.","In the week leading to a conference deadline, how much do you work with respect to a typical week?",Research,Teaching,Administration,Service/Outreach,"The sum is not 100%.Please make sure that the sum amounts to&nbsp;EXACTLY&nbsp;100%.",Research,Teaching,Administration,Service/Outreach,"The sum is not 100%.Please make sure that the sum amounts to&nbsp;EXACTLY&nbsp;100%.","When do you typically submit a conference paper?","What is your stress level on the day of a conference deadline with respect to a regular workday?","Regular research",Sleep,Diet,"Physical activity","Interpersonal relationships","Write about any other aspect of your conference deadline actions, perceptions, and feelings that you consider important and are not covered in this questionnaire. Please include ideas about mechanisms to replace conference deadlines, if you have thought of any.","How mentally demanding was the work today?","How physically demanding was the work today?","How hurried or rushed was the pace of the work today?","How successful were you in accomplishing what you were asked to do?","How hard did you have to work to accomplish your level of performance?","How insecure, discouraged, irritated, stressed and annoyed were you?","I feel pleasant","I feel nervous and restless","I feel satisfied with myself","I wish I could be as happy as others seem to be","I feel like a failure","I feel rested","I am calm, cool and collected","I feel that difficulties are piling up so that I cannot overcome them","I worry too much over something that really doesn't matter","I am happy","I have disturbing thoughts","I lack self-confidence","I feel secure","I make decisions easily","I feel inadequate","I am content","Some unimportant thought runs through my mind and bothers me","I take disappointments so keenly that I can't put them out of my mind","I am a steady person","I get in a state of tension or turmoil as I think over my recent concerns and interests","...is reserved","...is  generally trusting","...tends to be lazy","...is relaxed, handles stress well","...has few artistic interests","...is outgoing, sociable","...tends to find fault with others","...does a thorough job","...gets nervous easily","...has an active imagination","Take some time off and get away from the situation","Focus on the problem and see how I can solve it","Blame myself for having gotten into this situation","Treat myself to a favorite food or snack","Feel anxious about not being able to cope","Think about how I solved similar problems","Visit a friend","Determine a course of action and follow","Buy myself something","Blame myself for being too emotional about the situation","Work to understand the situation","Become very upset","Take corrective action immediately","Blame myself for not knowing what to do","Spend time with a special person","Think about the event and learn from my mistakes","Wish that I could change what had happened or how I felt","Go out for a snack or meal","Analyze my problem before reacting","Focus on my general inadequacies","Phone a friend","Please provide your email address.The system will use this email address to send you an acknowledgment, as well as the Amazon gift certificate, in case you are the raffle winner.","Please confirm your email address",Complete?
11,,"2020-04-29 11:43:09",,,"Assistant Professor",Diverse,Psychology,,0,,"Three months",,100-75%,,,Office,,,,,,,,,,,,,1-2,NSF,,,"> 2 months","1-3 months",,,,,,,,,,,,"Minutes before deadline","Extremely  more",,,,,,"hey you !:) it works, great job!!",,,,,"< 1 week",,,,,,,,,,,,,"Minutes before deadline","Extremely  more",,,,,,"hey hey","Not at all 1","Not at all 1","Not at all 1","Not at all 1","Not at all 1","Not at all 1","Almost never","Almost never","Almost never","Almost never","Almost never","Almost never","Almost never","Almost never","Almost never","Almost never","Almost never","Almost never","Almost never","Almost never","Almost never","Almost never","Almost never","Almost never","Almost never","Almost never","Disagree strongly","Disagree strongly","Disagree strongly","Disagree strongly","Disagree strongly","Disagree strongly","Disagree strongly",,"Disagree strongly","Disagree strongly","Not at all like me","Not at all like me","Not at all like me","Not at all like me","Not at all like me","Not at all like me","Not at all like me","Not at all like me",,"Not at all like me","Not at all like me","Not at all like me","Not at all like me","Not at all like me","Not at all like me","Not at all like me","Not at all like me","Not at all like me","Not at all like me",,"Not at all like me",,,Complete
12,,"2020-04-29 15:25:50",,,"Associate Professor",Male,Medicine,,12,,Other,12,100-75%,,,Home,,,,,,,,,,,,,>=10,DHS,,,"1-2 weeks","1-3 months",,,,,,,,,,,,"1-3 hours before deadline","Significantly less",,,,,,asdf,,,,,"1-2 weeks",,,,,,,,,,,,,"3-6 hours before deadline","Significantly  more",,,,,,test,2,2,2,2,3,4,"Almost never",Sometimes,Sometimes,Sometimes,Sometimes,Often,Often,Often,Often,Often,Often,Often,Often,Sometimes,Sometimes,Often,Sometimes,Often,Often,Often,"Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree",,"Neither agree nor disagree","Neither agree nor disagree",Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,,Complete
13,,"[not completed]",,,"Assistant Professor",Female,Physics,,12,,"Three months",,75-50%,,,Home,,,,,,,,,,,,,1-2,NIH,,10-20%,"2-4 weeks","3-6 months",,,,,,,,,,,,"3-6 hours before deadline",Same,,,,,,gk,,,,,"1-2 weeks",,,,,,,,,,,,,"Minutes before deadline","Significantly less",,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
14,,"2020-05-04 12:20:25",,,"Assistant Professor",Female,Psychology,,0,,"Three months",,"Fully funded",,,Office,,,,,,,,,,,,,1-2,NSF,,"< 10%","< 1 week","< 1 month",,,,,,,,,,,,"Minutes before deadline","Extremely less",,,,,,kjljk,,,,,"< 1 week",,,,,,,,,,,,,"Minutes before deadline","Extremely less",,,,,,k,"Not at all 1","Not at all 1","Not at all 1","Not at all 1","Not at all 1","Not at all 1","Almost never","Almost never","Almost never","Almost never","Almost never","Almost never","Almost never","Almost never","Almost never","Almost never","Almost never","Almost never","Almost never","Almost never","Almost never","Almost never","Almost never","Almost never","Almost never","Almost never",,,,,,,,,,,"Not at all like me","Not at all like me","Not at all like me","Not at all like me","Not at all like me","Not at all like me","Not at all like me","Not at all like me","Not at all like me","Not at all like me","Not at all like me","Not at all like me","Not at all like me","Not at all like me","Not at all like me","Not at all like me","Not at all like me","Not at all like me","Not at all like me","Not at all like me","Not at all like me",,,Complete
15,,"[not completed]",,,"Associate Professor",Male,Physics,,122,,"Three months",,100-75%,,,Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
16,,"2020-05-04 14:39:33",,,"Assistant Professor",Female,Physics,,122,,"Three months",,100-75%,,,Office,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,"Almost always","Almost always","Almost always","Almost always","Almost always","Almost always","Almost always","Almost always","Almost always","Almost always","Almost always","Almost always","Almost always","Almost always","Almost always","Almost always","Almost always","Almost always","Almost always","Almost always","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Very much like me","Very much like me","Very much like me","Very much like me","Very much like me","Very much like me","Very much like me","Very much like me","Very much like me","Very much like me","Very much like me","Very much like me","Very much like me","Very much like me","Very much like me","Very much like me","Very much like me","Very much like me","Very much like me","Very much like me","Very much like me",,,Complete
17,,"2020-05-06 14:20:25",,,"Assistant Professor",Female,Mathematics,,20,,"Three months",,100-75%,,,Home,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,"2-4 weeks","3-6 months",,,,,,,,,,,,"3-6 hours before deadline",Same,,,,,,asdfas,3,3,3,3,3,,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,"Agree a little","Agree a little","Agree a little","Agree a little","Agree a little","Agree a little","Agree a little","Agree a little","Agree a little","Agree a little",Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,,Complete
18,,"2020-05-06 15:12:26",,,"Associate Professor",Male,Mathematics,,12,,"Three months",,100-75%,,,Home,,,,,,,,,,,,Yes,5-6,Other,,"< 10%","1-2 weeks","3-6 months",,,,,,,,,,,,"Minutes before deadline",Same,,,,,,form,Yes,,,,"2-4 weeks","3-6 months",,,,,,,,,,,,"Minutes before deadline",Same,,,,,,form,3,3,3,3,3,,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,"Agree a little","Agree a little","Agree a little","Agree a little","Agree a little","Agree a little","Agree a little","Agree a little","Agree a little","Agree a little",Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,,Complete
19,,"[not completed]",,,"Assistant Professor",Female,"Computer Science",,122,,"Three months",,75-50%,,,Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
20,,"[not completed]",,,"Associate Professor",Male,Biology,,122,,"Three months",,75-50%,,,Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
21,,"[not completed]",,,"Associate Professor",Male,Mathematics,,12,,"Three months",,75-50%,,,Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
22,,"[not completed]",,,"Associate Professor",Male,"Computer Science",,122,,"Three months",,100-75%,,,Office,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
23,,"[not completed]",,,"Associate Professor",Male,Chemistry,,122,,"Three months",,100-75%,,,Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
24,,"[not completed]",,,"Assistant Professor",Female,"Computer Science",,12,,"Three months",,100-75%,,,Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
25,,"[not completed]",,,"Assistant Professor",Female,"Computer Science",,12,,"Three months",,100-75%,,,Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
26,,"[not completed]",,,"Associate Professor",Male,Mathematics,,122,,"Three months",,100-75%,,,Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
27,,"[not completed]",,,"Associate Professor",Male,"Computer Science",,122,,"Three months",,75-50%,,,Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
28,,"[not completed]",,,"Associate Professor",Male,"Computer Science",,122,,"Three months",,75-50%,,,Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
29,,"2020-05-09 11:53:25",,,"Associate Professor",Male,Mathematics,,122,,"Three months",,100-75%,,,Home,,,,,,,,,,,,Yes,5-6,DOD,,20-30%,"2-4 weeks","3-6 months",,,,,,,,,,,,"Minutes before deadline","Extremely less",,,,,,asdf,Yes,,,10-20%,"1-2 weeks","1-3 months",,,,,,,,,,,,"Minutes before deadline","Extremely less",,,,,,asdf,3,3,3,3,3,,"Almost never","Almost never","Almost never","Almost never","Almost never","Almost never","Almost never","Almost never","Almost never","Almost never","Almost never","Almost never","Almost never","Almost never","Almost never","Almost never","Almost never","Almost never","Almost never","Almost never","Disagree a little","Disagree a little","Disagree a little","Disagree a little","Disagree a little","Disagree a little","Disagree a little","Disagree a little","Disagree a little","Disagree a little",Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,,Complete
30,,"[not completed]",,,"Associate Professor",Male,Mathematics,,12,,"Three months",,50-25%,,,Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
31,,"[not completed]",,,"Associate Professor",Male,"Computer Science",,12,,"Three months",,75-50%,,,Home,,,,,,,,,"Every 1-2 hours",,"Answer email as it comes",Yes,7-9,Other,asdf,30-50%,"1-2 weeks","3-6 months","About the same",,,,,,,,,,,"1-3 hours before deadline","Significantly less",,,,,,asdf,Yes,3-4,,20-30%,"1-2 weeks","1-3 months","About the same",50,50,40,50,,40,40,40,40,,"3-6 hours before deadline",Same,,,,,,asdaf,4,4,4,4,4,,Often,Sometimes,Often,Sometimes,Often,Often,Sometimes,Often,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
32,,"[not completed]",,,"Associate Professor",Male,Chemistry,,122,,"Three months",,75-50%,,,Home,,,,20,20,20,20,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
33,,"[not completed]",,,"Associate Professor",Male,Mathematics,,122,,"Three months",,75-50%,,,Home,,,,30,30,10,30,100,"Every 3-4 hours",,"Answer email in batches once  or twice per day",Yes,3-4,DOE,,20-30%,"1-2 weeks","1-3 months","About the same",70,10,10,10,100,20,20,30,30,100,"Minutes before deadline","Extremely less",,,,,,fghfhg,Yes,3-4,,20-30%,"1-2 weeks","1-3 months",Less,10,20,30,40,100,10,20,30,40,100,"3-6 hours before deadline",Same,,,,,,dfasd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
34,,"[not completed]",,,"Associate Professor",Male,Biology,,7,,"Three months",,"Fully funded",,,Home,,,30-40,20,20,20,40,100,"Every hour",,"Answer email as it comes",Yes,1-2,NSF,,"< 10%","< 1 week","< 1 month","Significantly less",10,20,30,40,100,20,30,40,10,100,"Minutes before deadline","Extremely less",,,,,,jajaja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
